Year,Month,State,District,Serial Number,Station Code,Station Name,DO (mg/L),pH,Conductivity (µS/cm),BOD (mg/L),Nitrate (mg/L),Turbidity (NTU),Chloride (mg/L),COD (mg/L),Ammonia  (mg/L),TDS (mg/L),Temperature,WQI Drinking,WQI Domestic,WQI Agriculture
2024,Jan,,,,4511.0,Kogilu Kere,3.2,7.6,639.0,12,3,16.4,72,112.0,3.9,440,25.0,24.34,29.56,34.51
2024,Jan,,,,4512.0,Viswaneedam Lake,0.3(BDL),7.4,1053.0,73,4,18.1,176,320.0,18.4,726,25.0,18.77,29.36,29.46
2024,Jan,,,,4513.0,Ramammana Kere,5.8,7.6,1227.0,4,4.7,6.9,204,40.0,0.42,846,25.0,24.46,41.59,46.88
2024,Jan,,,,4514.0,Sadaramangala Lake,5.8,7.5,686.0,5,2.4,12.8,100,52.0,0.4,454,25.0,29.43,40.95,42.8
2024,Jan,,,,4515.0,Bhattarahalli Lake,4.4,8.2,649.0,7,1.9,5,76,76.0,0.5,442,25.0,29.42,38.01,43.66
2024,Jan,,,,4516.0,Kundalahalli Lake,6.2,8.3,535.0,4,2,4.6,84,36.0,0.4,364,25.0,29.55,43.81,45.53
2024,Jan,,,,4518.0,Garudacharpalya Tank,6,7.3,685.0,4,2.7,5.4,92,40.0,0.4,456,25.0,29.52,41.74,46.88
2024,Jan,,,,4519.0,Rampura Lake,0.3(BDL),7.4,1190.0,55,4.6,12.6,204,284.0,18.2,832,25.0,18.78,29.37,29.5
2024,Jan,,,,4520.0,Chinnappanahalli Lake,6.1,7.5,535.0,4,0.3(BDL),6.7,88,36.0,0.4,362,25.0,29.52,41.82,45.82
2024,Jan,,,,4521.0,Devarabeesanahalli Lake,5.4,7.6,929.0,6,4,14.2,132,60.0,0.5,630,25.0,24.39,38.03,42.2
2024,Jan,,,,4522.0,Vibhuthipura Lake,5.8,7.1,536.0,6,8,24.5,48,52.0,0.4,364,25.0,29.39,37.91,41.76
2024,Jan,,,,4523.0,Nallurahalli Lake,6.1,7.4,644.0,4,2.2,103,96,36.0,0.4,430,25.0,29.33,40.25,37.8
2024,Jan,,,,4524.0,Pattandur Agrahara Lake,6.2,6.8,1912.0,5,34,1.3,3965,44.0,0.4,1300,25.0,12.92,34.18,38.16
2024,Jan,,,,4525.0,Seetharampalya Lake,6,7.4,649.0,4,2.3,109,100,44.0,0.4,436,25.0,29.32,40.23,40.49
2024,Jan,,,,4526.0,Devasandra Lake,4.3,7,532.0,8,0.81,10.7,108,83.0,0.4,360,25.0,29.39,34.2,41.67
2024,Jan,,,,4527.0,Sheelavanta-Whitefield Lake,1.9,7.1,1230.0,20,22,25,232,188.0,5.2,836,25.0,12.85,29.44,29.68
2024,Jan,,,,4528.0,Doddakannehalli Lake,4.2,8.2,906.0,11,4,10.8,196,103.0,0.86,626,25.0,18.83,34.08,38.48
2024,Jan,,,,4529.0,Kasavanahalli Lake,4.9,7.3,615.0,8,3.1,5.9,160,74.0,0.78,428,25.0,24.4,34.35,43.73
2024,Jan,,,,4530.0,Kammasandra Lake,0.3(BDL),7.6,1828.0,80,7.02,25.2,308,332.0,22.6,1276,25.0,12.83,18.81,29.45
2024,Jan,,,,4531.0,Rayasandra Lake,0.3(BDL),7.8,1632.0,40,6.27,19.8,276,206.0,12.4,1134,25.0,12.84,18.85,29.57
2024,Jan,,,,4532.0,Chandapura Lake,0.3(BDL),7.8,1938.0,98,7.4,16.4,328,356.0,21.2,1354,25.0,12.83,18.81,29.44
2024,Jan,,,,4534.0,Sompura Lake,5.8,8.2,1246.0,6,22,7.5,116,52.0,0.51,846,25.0,12.94,38.34,45.05
2024,Jan,,,,4535.0,Gubbalal Lake,0.3(BDL),6.5,709.0,38,2.7,14.8,116,197.0,4.9,484,25.0,24.31,29.43,34.02
2024,Jan,,,,4536.0,Hosakerehalli Lake,0.3(BDL),7.8,549.0,17,2,9,68,136.0,1.5,378,25.0,24.34,29.55,37.91
2024,Jan,,,,4537.0,Chinnakurchi Kere,4.2,8.8,1169.0,11,4.7,18.5,124,106.0,0.85,894,25.0,12.88,34.03,34.58
2024,Jan,,,,4538.0,Machohalli Lake,3.2,7.3,2320.0,20,8.9,9.7,392,156.0,4.6,1614,25.0,12.86,18.93,37.92
2024,Jan,,,,4539.0,Doddabidarakallu Lake,0.3(BDL),6.8,1542.0,50,28,37.2,176,352.0,15,1048,25.0,12.84,18.82,29.46
2024,Jan,,,,4540.0,Kammagondanahalli Lake,4.3,7.7,1235.0,5,4.75,6.1,208,48.0,0.62,854,25.0,18.9,38.5,45.5
2024,Jan,,,,4541.0,Alur Lake,6.4,7.3,196.0,4,0.8,7.6,28,40.0,0.4,136,25.0,33.89,41.53,44.26
2024,Jan,,,,4542.0,Basavanapura Lake,6,7.7,859.0,4,3,1.2,156,44.0,0.4,572,25.0,24.52,43.32,46.08
2024,Jan,,,,4543.0,Kodi Singasandra Lake,6.2,7.8,866.0,7,3,11.4,164,64.0,0.64,596,25.0,18.86,38.02,39.37
2024,Jan,,,,4544.0,Kothanuru Lake,6,7.6,1139.0,4,4,2.6,192,36.0,0.4,760,25.0,24.53,43.81,48.03
2024,Jan,,,,4547.0,Mangamanapalya Lake(Swarana Kunte),4.4,7.6,815.0,4,3,15.4,136,48.0,0.74,554,25.0,18.87,38.14,42.72
2024,Jan,,,,5558.0,"Kannahalli Lake Kannahalli, Bengaluru",6.1,7.4,1045.0,4,4.01,7.2,172,42.0,0.48,720,25.0,24.46,41.48,44.43
2024,Jan,,,,5559.0,"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",1.2,7.4,1257.0,17,22,23.2,224,160.0,4.6,854,25.0,12.86,29.47,34.14
2024,Jan,,,,5560.0,"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",6,7.2,683.0,4,2.4,8.8,100,40.0,0.4,452,25.0,29.48,41.44,46.88
2024,Jan,,,,5561.0,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",6.1,8.2,484.0,4,2,6.9,80,40.0,0.4,328,25.0,33.9,41.59,44.81
2024,Jan,,,,5562.0,"Mahadevpuraâ  Lake, K. R. Puram ,
Bengaluru East Taluka",5.8,7.7,600.0,5,2.1,13.6,88,60.0,0.4,400,25.0,29.42,40.81,42.25
2024,Jan,,,,5563.0,"Segehalli Lake Baavanapura Road Battarahalli , Bengaluru East",4.2,7.6,1590.0,6,3.9,4,328,75.0,0.4,1084,25.0,18.87,29.94,43.69
2024,Jan,,,,5564.0,"Kannamangala Lake Hoskote Main Road , Bengaluru",4.3,7.5,1058.0,9,2.7,2.8,168,79.0,0.4,726,25.0,24.39,37.94,43.56
2024,Jan,,,,5565.0,Kannur Lake Near By Hennur Road Bengaluru,5.8,7.6,785.0,6,14,6.2,120,56.0,0.54,534,25.0,12.95,38.31,44.7
2024,Jan,,,,5566.0,"Basavanapura Lake Ayyappa Nagr Main Road ,
K. R. Puram , Bengaluru",4.8,7.68,457.0,7,1,5.9,84,79.0,0.4,312,25.0,33.8,34.32,43.56
2024,Jan,,,,5567.0,"Doddakallasandra Lake,Bengaluru",6.1,7.7,1144.0,4,4,2.4,172,40.0,0.4,762,25.0,24.51,43.53,44.81
2024,Jan,,,,5568.0,"Ulsoor Lake Near Kalyani,Bengaluru",6,8.5,345.0,5,5.86,23.1,56,47.0,0.4,238,25.0,33.79,40.75,42.01
2024,Jan,,,,5569.0,"Byrasandra Upper Lake,Bengaluru",2.7,6.9,838.0,21,14.26,6.2,140,156.0,4.6,586,25.0,12.86,29.5,37.9
2024,Jan,,,,5570.0,"Soulkere, Kaikondrahalli Vill,Bengaluru",4.9,7.4,603.0,8,3.1,5.4,160,70.0,0.77,420,25.0,24.4,34.4,43.89
2024,Jan,,,,5571.0,"Kudlu Doddakere, Kudlu Vill,Bengaluru",4.1,8.2,792.0,11,4.1,12.3,168,102.0,0.82,540,25.0,18.83,34.08,38.45
2024,Jan,,,,5572.0,"Kudlu Chikkakere, Bgp Layout Kudlu Vill , Bengaluru",4.2,8.2,790.0,11,4.1,11.9,164,105.0,0.82,548,25.0,18.83,34.07,38.43
2024,Jan,,,,5574.0,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",6.1,7.9,916.0,4,3,1.8,148,40.0,0.4,610,25.0,24.53,43.53,44.81
2024,Feb,,,,1388.0,ULSOOR LAKE TRAINING CENTRE OF FISH BREEDING,6.9,9.1,366.0,4,1.4,22.8,56,44.0,0.53,252,29.0,29.41,38.03,35.2
2024,Feb,,,,2778.0,RIVER ARKAVATHI AT TIPPAGONDANAHALLI RESERVOIR,0.3(BDL),7.4,1410.0,53,5.4,14.2,236,252.0,6.8,978,28.7,18.78,29.4,29.54
2024,Feb,,,,3589.0,MADIWALA TANK,4.3,7.2,1125.0,8,5,2.9,144,84.0,0.8,764,28.0,18.86,37.92,43.42
2024,Feb,,,,3590.0,LALBAGH TANK,5.5,7.8,543.0,4,2.08,5.1,88,46.0,0.66,374,29.0,24.47,41.49,45.77
2024,Feb,,,,3591.0,KEMPAMBUDHI TANK,5.3,7.4,545.0,5,2.11,6.9,92,48.0,0.61,378,27.0,24.45,41.3,45.5
2024,Feb,,,,3592.0,YEDIYUR TANK,5.8,7.3,281.0,4,1.08,19.6,44,40.0,0.4,194,27.0,33.81,40.92,42.69
2024,Feb,,,,3593.0,ULSOOR LAKE TEMPLE,6.7,8.6,385.0,4,1.48,14.1,64,45.0,0.62,264,29.0,29.44,41.02,35.99
2024,Feb,,,,3594.0,SANKEY TANK,5,7.9,530.0,7,1.7,3,80,72.0,0.63,362,28.0,24.41,40.83,43.81
2024,Feb,,,,3595.0,BYRASANDRA TANK,4.8,7.3,676.0,8,3,5.4,76,72.0,0.4,458,30.0,29.42,34.38,43.81
2024,Feb,,,,3596.0,NAYANDANAHALLI TANK,5.4,8.2,954.0,6,3,2.8,132,56.0,0.4,634,25.3,24.45,41.13,44.7
2024,Feb,,,,3597.0,HESARAGHATTA LAKE,6.1,7.6,387.0,4,1.5,4.6,60,43.0,0.4,268,26.0,33.91,43.37,44.26
2024,Feb,,,,3598.0,HEROHALLI TANK,4.2,6.8,540.0,12,1.4,14.3,116,111.0,0.92,352,24.0,24.35,34.03,38.29
2024,Feb,,,,3599.0,ANCHEPALYA LAKE,6.2,7.1,520.0,6,1.6,10.3,40,53.0,0.88,364,26.0,24.42,38.22,40.1
2024,Feb,,,,3601.0,KARIHOBANAHALLI LAKE,1.7,7.3,2950.0,23,11.33,14.6,500,157.0,5.1,2062,22.0,6.58,18.91,24.72
2024,Feb,,,,3602.0,BELLANDUR LAKE,0.3(BDL),7.3,1097.0,7,4,6.3,148,81.0,0.4,734,27.0,24.38,34.2,41.11
2024,Feb,,,,3603.0,VENGAIYYANAKERE( KR PURAM LAKE ),3.4,7.4,1508.0,21,5,9.8,164,132.0,1.2,998,27.0,18.81,24.53,38.03
2024,Feb,,,,3604.0,DODDANEKKUNDI LAKE,4.7,8,435.0,9,1.4,13,64,86.0,0.72,298,25.0,29.38,34.16,41.5
2024,Feb,,,,3605.0,YELEMALLAPPA SHETTY LAKE,3.6,7.1,1712.0,22,6,2.5,244,140.0,2.6,1132,22.0,18.81,24.51,37.99
2024,Feb,,,,3606.0,DASARAHALLI TANK,3.2,7,482.0,18,1.85,12.6,76,130.0,4.6,334,25.0,29.35,29.52,34.38
2024,Feb,,,,3607.0,KALKERE TANK,2.8,8.6,1132.0,20,5,140,92,172.0,2.1,768,26.0,12.84,29.39,29.5
2024,Feb,,,,3608.0,VARTHUR LAKE,3.5,7.1,1197.0,10,4,43.2,168,92.0,0.49,812,23.0,24.33,33.95,38.01
2024,Feb,,,,3609.0,IBBALUR LAKE,5.2,7.7,694.0,6,2.2,8,104,64.0,0.58,472,27.0,24.41,38.12,44.17
2024,Feb,,,,3610.0,TUBARAHALLI TANK,3.1,8.2,615.0,18,2,53.6,100,152.0,2.3,418,26.0,24.31,29.45,34.07
2024,Feb,,,,3611.0,KAIKONDANAHALLI LAKE,4.3,7.4,1628.0,7,6.3,7,292,80.0,0.4,1112,27.0,18.85,24.81,43.53
2024,Feb,,,,3612.0,AGARAM LAKE,5,7.6,846.0,7,2.6,10.9,132,66.0,0.62,578,27.0,18.86,38.01,42.23
2024,Feb,,,,3613.0,GOTTIGERE LAKE,5.8,7.8,560.0,7,2,32.4,72,64.0,0.64,386,27.0,24.35,37.75,41.22
2024,Feb,,,,3614.0,PUTTENAHALLI LAKE,5.3,7.2,1121.0,5,5,5,136,52.0,0.45,762,27.0,24.44,43.02,45.05
2024,Feb,,,,3615.0,ARAKERE LAKE,4.1,7.5,1114.0,11,3.5,8.8,172,106.0,0.99,758,27.0,18.83,34.09,41.23
2024,Feb,,,,3616.0,KALENA AGRAHARA LAKE,5.4,7.9,558.0,6,2,32.6,76,60.0,0.62,384,27.0,24.36,37.77,41.27
2024,Feb,,,,3618.0,SINGASANDRA LAKE,2.6,7.9,1941.0,13,6.1,14,304,120.0,3.9,1320,28.0,12.87,18.98,34.44
2024,Feb,,,,3619.0,BEGUR TANK,5,7.7,707.0,7,2.2,5.6,112,69.0,0.57,482,27.0,24.41,38.1,43.93
2024,Feb,,,,3620.0,PARAPPANA AGRAHARA LAKE,2.5,7.9,1931.0,13,6,13.4,300,123.0,4,1314,27.0,12.87,18.97,34.42
2024,Feb,,,,3621.0,HARALUR LAKE,3.6,8.24,726.0,18,1.5,26.3,156,194.0,3.16,494,28.0,24.32,29.46,34.1
2024,Feb,,,,3622.0,SOMASUNDRAPALYA LAKE,4.1,7.5,1085.0,12,3.4,34,168,121.0,0.99,740,28.0,18.8,33.93,37.97
2024,Feb,,,,3623.0,ANEKAL DODDAKERE TANK,3.8,7,1302.0,17,5,4.6,196,116.0,1,882,27.0,18.82,37.68,38.21
2024,Feb,,,,3624.0,PUTTENAHALLI LAKE,4.9,7.4,635.0,7,2.1,8.3,80,69.0,0.88,442,25.0,24.4,34.37,43.93
2024,Feb,,,,3625.0,HEBBAL LAKE,5,7.5,630.0,7,2.1,8.4,80,69.0,0.76,438,24.0,24.4,38.03,43.93
2024,Feb,,,,3626.0,NAGAVARA LAKE,5.6,7.4,648.0,4,2.48,20.9,76,40.0,0.48,452,26.0,29.42,40.88,42.53
2024,Feb,,,,3627.0,JAKKUR LAKE,3.2,7.6,1332.0,14,5.1,79.2,208,125.0,4.8,930,25.0,18.79,29.43,34.05
2024,Feb,,,,3628.0,AMRUTHAHALLI LAKE,5.3,7.3,640.0,4,2.4,17.9,72,40.0,0.46,442,28.0,29.43,40.98,42.93
2024,Feb,,,,3629.0,ALLALASANDRA LAKE,4.5,7.8,1058.0,8,4.4,10.1,176,79.0,0.72,730,29.0,18.85,34.24,41.81
2024,Feb,,,,3630.0,YELAHANKA TANK,4.6,7.7,1132.0,8,4.4,10.6,204,78.0,0.79,780,24.0,18.85,34.24,41.81
2024,Feb,,,,3632.0,VEERAPURA TANK,4.3,7.1,160.0,11,0.5,19,20,109.0,0.91,110,28.0,29.36,34.02,38.24
2024,Feb,,,,3633.0,SUBRAMANYAPURA TANK,4.4,7.7,862.0,8,3,8.2,116,92.0,0.4,586,26.7,24.37,34.18,43.23
2024,Feb,,,,3634.0,DEVARAKERE TANK,2.1,7.3,454.0,19,2,100,32,128.0,2.8,308,30.0,29.32,29.42,33.97
2024,Feb,,,,3635.0,MALATHAHALLI LAKE,3.7,7.6,1496.0,14,6,14.5,240,120.0,2.4,1017,24.3,18.81,24.54,34.49
2024,Feb,,,,3636.0,HOSKERE LAKE,1.2,6.7,804.0,25,3,1(BDL),72,132.0,1.9,544,27.9,24.34,33.94,37.9
2024,Feb,,,,3638.0,YELACHENAHALLI LAKE,5.7,7.5,396.0,4,1.52,18.4,64,42.0,0.4,274,29.0,33.81,40.93,42.72
2024,Feb,,,,3640.0,UTTARAHALLI DORAIKERE,2.6,8.2,641.0,21,3,161,72,200.0,3.6,442,26.3,24.3,29.37,33.86
2024,Feb,,,,3641.0,DHOREKERE TANK,4.3,8.3,486.0,8,2,94,40,80.0,0.49,330,28.0,33.71,33.86,40.48
2024,Feb,,,,3642.0,JIGANI TANK,1.8,7.1,1229.0,18,5,2.8,268,140.0,2.4,834,27.0,12.87,33.94,37.95
2024,Feb,,,,3643.0,BENNIGANAHALLI LAKE,6,7.7,538.0,4,1.8,6.9,52,48.0,0.4,360,19.0,29.48,41.3,45.5
2024,Feb,,,,3655.0,MATHIKERE TANK,4.1,7.6,811.0,13,2.5,87.9,124,133.0,0.99,554,29.0,18.79,33.83,37.67
2024,Feb,,,,4094.0,GANGONDANAHALLI LAKE,0.5,7.5,2129.0,29,9.4,24.6,260,196.0,8.2,1458,25.0,12.85,18.87,29.61
2024,Feb,,,,4095.0,CHIKKABANAVARA LAKE,1,7.5,1907.0,26,7.32,29.2,324,190.0,6.2,1332,26.0,12.85,18.88,29.63
2024,Feb,,,,4096.0,ANDHRAHALLI LAKE,1.2,8,1920.0,20,7.7,15.6,192,132.0,2.8,1220,24.0,18.8,18.95,34.25
2024,Feb,,,,4097.0,KACHOHALLI LAKE,1.9,7.5,1830.0,18,7.8,15.7,164,117.0,2.4,1254,25.0,18.81,18.98,34.35
2024,Feb,,,,4107.0,"RIVER DAKSHINA PINAKINI NEAR MUGALUR BRIDGE MUGALUR, BENGALURU",0.3(BDL),7.4,1504.0,33,4.8,115,236,268.0,19.1,1024,22.0,18.77,18.81,29.44
2024,Feb,,,,4503.0,MADHURE TANK,4.2,7.3,432.0,11,1.4,17.4,64,111.0,0.94,296,29.0,29.36,34.02,38.25
2024,Feb,,,,4504.0,SARAKKI LAKE,6.1,7.9,908.0,4,3.5,2.8,152,44.0,0.56,632,28.0,18.96,43.32,44.1
2024,Feb,,,,4505.0,NELAMANGALA LAKE,5.4,7.2,1705.0,6,6,10.8,288,52.0,0.4,1128,32.0,18.87,30.08,43.11
2024,Feb,,,,4507.0,CHELEKERE LAKE,5.4,7.3,645.0,4,2.44,18.4,72,48.0,0.62,448,28.0,24.4,40.84,42.37
2024,Feb,,,,4508.0,SINGAPURA LAKE,5.2,7.4,643.0,5,2.43,19.2,68,48.0,0.49,446,28.0,29.41,40.82,42.29
2024,Feb,,,,4509.0,NARASIPURA LAKE,5.1,7.3,642.0,4,2.38,20.2,64,45.0,0.53,444,27.0,24.4,40.83,42.34
2024,Feb,,,,4510.0,RACHENAHALLI LAKE,3.1,7.7,1337.0,18,5.39,85.5,212,134.0,4.9,936,31.0,18.78,29.42,34.01
2024,Feb,,,,4511.0,KOGILU KERE,5,7.4,646.0,4,2.68,20.6,76,40.0,0.44,450,32.0,29.42,40.89,42.57
2024,Feb,,,,4512.0,VISWANEEDAM LAKE,1.8,7.9,1474.0,18,5.6,12.8,228,119.0,2.5,1012,24.0,18.81,24.53,34.36
2024,Feb,,,,4513.0,RAMAMMANA KERE,6.4,7.6,535.0,4,2.05,6.1,88,40.0,0.48,370,27.0,29.52,41.67,44.26
2024,Feb,,,,4514.0,SADARAMANGALA LAKE,2.6,7.1,625.0,16,2,44,104,148.0,8.2,426,27.0,24.31,29.43,29.68
2024,Feb,,,,4515.0,BHATTARAHALLI LAKE,6,8.9,896.0,4,3,9.2,156,44.0,0.4,604,22.0,18.91,41.28,43.79
2024,Feb,,,,4516.0,KUNDALAHALLI LAKE,4.6,8.7,1283.0,8,5.4,8.8,304,70.0,0.84,882,28.0,6.63,34.33,42.07
2024,Feb,,,,4518.0,GARUDACHARPALYA TANK,4.3,8.1,669.0,9,2,46,104,96.0,0.89,454,26.0,24.33,33.95,40.74
2024,Feb,,,,4519.0,RAMPURA LAKE,2.6,6.9,1595.0,25,6,66.2,196,196.0,3.6,1084,27.0,18.78,18.86,33.97
2024,Feb,,,,4520.0,CHINNAPPANAHALLI LAKE,4.6,8.2,574.0,8,2,24.2,96,92.0,0.86,390,27.0,24.35,34.06,41.08
2024,Feb,,,,4522.0,VIBHUTHIPURA LAKE,3,6.8,640.0,14,2,117,96,140.0,4.2,438,21.0,24.3,29.4,33.95
2024,Feb,,,,4523.0,NALLURAHALLI LAKE,5.6,7.7,487.0,6,2,36.8,56,56.0,0.42,330,27.0,33.75,37.75,41.21
2024,Feb,,,,4524.0,PATTANDUR AGRAHARA LAKE,4.9,7.5,1740.0,7,7,3.8,320,60.0,0.62,1182,26.0,12.93,30.09,44.41
2024,Feb,,,,4525.0,SEETHARAMPALYA LAKE,1.9,7.4,1189.0,21,4,44,260,184.0,4.2,808,26.0,12.85,29.43,34.03
2024,Feb,,,,4526.0,DEVASANDRA LAKE,4.9,7.3,489.0,7,2,17.9,60,84.0,0.4,330,20.0,33.76,34.14,41.36
2024,Feb,,,,4527.0,SHEELAVANTA-WHITEFIELD LAKE,1.8,8.2,998.0,20,4,96,236,220.0,6.2,678,24.0,18.78,29.38,29.51
2024,Feb,,,,4528.0,DODDAKANNEHALLI LAKE,4.2,7.4,907.0,9,2.3,8.9,212,86.0,0.41,620,27.0,24.37,34.19,43.37
2024,Feb,,,,4530.0,KAMMASANDRA LAKE,0.3(BDL),7.2,2311.0,101,9,15.5,444,360.0,18.9,1570,22.0,12.83,18.81,29.44
2024,Feb,,,,4531.0,RAYASANDRA LAKE,1,7.5,2081.0,23,6,73.6,324,189.0,14,1418,22.0,12.84,18.84,29.53
2024,Feb,,,,4532.0,CHANDAPURA LAKE,0.3(BDL),7.4,2380.0,36,7.6,26.9,464,295.0,21.4,1622,24.0,12.84,18.82,29.49
2024,Feb,,,,4534.0,SOMPURA LAKE,2.2,8.2,2230.0,41,9,19,328,284.0,6.2,1516,29.0,12.84,18.85,29.54
2024,Feb,,,,4536.0,HOSAKEREHALLI LAKE,1,7.1,1026.0,19,4,5,100,164.0,1.8,707,29.6,18.81,33.91,37.83
2024,Feb,,,,4537.0,CHINNAKURCHI KERE,4.5,8.3,1447.0,8,6,132,136,80.0,0.45,982,30.0,24.31,33.82,40.36
2024,Feb,,,,4538.0,MACHOHALLI LAKE,1.3,7.5,2123.0,24,10.7,14.8,232,157.0,2.4,1452,26.0,12.86,18.93,34.16
2024,Feb,,,,4539.0,DODDABIDARAKALLU LAKE,2.1,7.5,1588.0,20,5.7,13.8,196,131.0,2.3,1080,25.0,18.81,18.97,34.29
2024,Feb,,,,4540.0,KAMMAGONDANAHALLI LAKE,4.1,7.7,1776.0,5,6.8,16.1,300,50.0,0.76,1230,26.0,12.91,29.96,42.51
2024,Feb,,,,4541.0,ALUR LAKE,6.3,7.5,538.0,4,2.13,6.4,92,40.0,0.43,374,25.0,29.51,41.64,44.43
2024,Feb,,,,4542.0,BASAVANAPURA LAKE,4.3,8,557.0,11,1.7,73.2,84,114.0,0.95,380,27.0,24.32,33.86,37.76
2024,Feb,,,,4543.0,KODI SINGASANDRA LAKE,4.9,7.7,699.0,7,2.2,6.2,108,74.0,0.6,474,27.0,24.4,34.36,43.73
2024,Feb,,,,4544.0,KOTHANURU LAKE,5.1,7.7,700.0,6,2.2,5.8,108,64.0,0.53,482,28.0,24.42,38.19,44.17
2024,Feb,,,,4545.0,JUNGU KERE (DEVARABEESANAHALLI LAKE),4.7,7.3,1240.0,6,4.4,4.4,276,75.0,0.4,846,27.0,18.87,38.05,43.69
2024,Feb,,,,4546.0,JAKKSANDRA LAKE (KASAVANAHALLI LAKE ),4.6,7.26,719.0,8,1.9,5.3,176,84.0,0.4,490,27.0,29.4,34.27,43.42
2024,Feb,,,,4547.0,MANGAMANAPALYA LAKE(SWARANA KUNTE),4.9,7.9,1012.0,7,3.2,15,156,68.0,0.64,690,27.0,18.85,34.27,41.85
2024,Feb,,,,5558.0,"Kannahalli Lake Kannahalli, Bengaluru",5.6,7.7,1478.0,5,5.67,14.8,248,48.0,0.58,1022,24.0,18.87,38.18,42.8
2024,Feb,,,,5559.0,"Shettihalli Lake, Mallasandra Gudde Lake Bengaluru",3.3,7.6,1766.0,17,6.8,16.4,296,128.0,4.9,1224,25.0,12.86,18.95,34.36
2024,Feb,,,,5560.0,"Hoodi (Rajapalya Lake) Itpl Main Road, Near Hoodi,Bengaluru",4.2,7.7,1186.0,9,4,14.8,260,80.0,0.65,806,27.0,12.89,34.16,41.55
2024,Feb,,,,5561.0,"Munekolalu Lake ,Marathahalli, East Taluka ,Bengaluru",2.8,7.8,625.0,16,2,78,104,144.0,1.2,426,26.0,24.31,29.44,34.02
2024,Feb,,,,5562.0,"MahadevpuraÂ   Lake, K. R. Puram , Bangalore East Taluka",4.6,8.2,574.0,8,2,24.2,96,92.0,0.86,390,27.0,24.35,34.06,41.08
2024,Feb,,,,5563.0,"Segehalli Lake Baavanapura Road Battarahalli , Bangalore East",3.8,8.2,810.0,29,3,33.3,120,168.0,7.6,546,21.0,18.79,29.43,29.67
2024,Feb,,,,5564.0,"Kannamangala Lake Hoskote Main Road , Bengalore",3.4,7.2,1870.0,22,7,23.2,416,136.0,2.3,1238,21.0,12.86,18.94,34.24
2024,Feb,,,,5565.0,Kannur Lake Near By Hennur Road Bengalore,6.1,7.5,897.0,4,3,7.2,164,40.0,0.4,606,27.0,24.47,41.57,44.81
2024,Feb,,,,5566.0,"Basavanapura Lake Ayyappa Nagr Main Road , K. R. Puram , Bengaluru",6.2,8.2,530.0,9,2,14,52,88.0,0.9,364,22.0,24.37,37.79,38.61
2024,Feb,,,,5567.0,"Doddakallasandra Lake,Bengaluru",5.1,7.3,1111.0,5,4,5.6,136,52.0,0.46,754,27.0,24.44,41.25,45.05
2024,Feb,,,,5568.0,"Ulsoor Lake Near Kalyani,Bengaluru",6.8,9.3,368.0,4,1.4,12.6,60,40.0,0.48,254,30.0,33.85,38.41,36.07
2024,Feb,,,,5569.0,"Byrasandra Upper Lake,Bengaluru",6.1,7.9,524.0,5,2.01,9.2,88,49.0,0.4,362,30.0,29.46,41.15,43.46
2024,Feb,,,,5570.0,"Soulkere, Kaikondrahalli Vill,Bengaluru",4.4,7.4,718.0,7,1.9,6.8,176,74.0,0.4,496,27.0,29.41,34.34,43.73
2024,Feb,,,,5571.0,"Kudlu Doddakere, Kudlu Vill,Bengaluru",3.2,7.38,894.0,20,2.2,22.4,164,195.0,2.9,608,27.0,18.79,29.46,34.1
2024,Feb,,,,5572.0,"Kudlu Chikkakere, Bgp Layout Kudlu Vill ,Bengaluru",4.4,7.4,895.0,8,2.1,6.2,196,76.0,0.4,600,27.0,24.39,34.31,43.66
2024,Feb,,,,5574.0,"Anjanapura Lake ( Avala Halli Lake) Anjanapura,Bengaluru",4.2,7.9,560.0,12,1.8,65.8,84,116.0,0.97,382,27.0,24.32,33.87,37.78
2024,Mar,,,,1388.0,Ulsoor Lake Training Centre Of Fish Breeding,5,8.2,396.0,7,1.4,137,48,84.0,0.4,272,30.0,33.7,37.44,40.35
2024,Mar,,,,2778.0,River Arkavathi At Tippagondanahalli Reservoir,3.4,8.6,1379.0,15,5.2,38.6,224,140.0,2.6,938,31.4,12.86,29.48,29.77
2024,Mar,,,,3589.0,Madiwala Tank,4.5,7.13,693.0,6,1.6,212,128,55.0,0.4,476,26.0,29.31,33.77,40.25
2024,Mar,,,,3590.0,Lalbagh Tank,4.4,7.4,598.0,4,2.31,9.4,96,43.0,0.61,418,28.0,24.44,38.47,46.26
2024,Mar,,,,3591.0,Kempambudhi Tank,2.9,7,553.0,20,2.14,22.6,88,163.0,4.7,384,28.0,24.32,29.47,34.16
2024,Mar,,,,3592.0,Yediyur Tank,3.3,6.9,313.0,19,1.2,10.8,48,160.0,4.4,216,28.0,29.34,29.49,34.26
2024,Mar,,,,3593.0,Ulsoor Lake Temple,5.1,8.2,393.0,7,1.4,148,44,88.0,0.4,264,29.0,33.69,37.43,40.32
2024,Mar,,,,3594.0,Sankey Tank,5.8,7.9,576.0,7,2.2,6.8,76,66.0,0.8,408,29.0,24.41,38.1,44.07
